date,symbol,open,high,low,close,volume,adjusted_close
2024-05-03,S007,114.2067,114.6957,113.8299,114.2615,997475,114.2615
2024-05-06,S007,114.3547,114.9493,113.9774,114.5142,1005394,114.5142
2024-05-07,S007,114.5724,115.2737,114.1943,114.8373,1013313,114.8373
2024-05-08,S007,114.8502,115.6482,114.4711,115.2104,1021232,115.2104
2024-05-09,S007,115.1754,116.0487,114.7953,115.6093,1029151,115.6093
2024-05-10,S007,115.5322,116.4489,115.151,116.008,1037070,116.008
2024-05-13,S007,115.9021,116.8227,115.5196,116.3805,1044989,116.3805
2024-05-14,S007,116.2641,117.146,115.8804,116.7025,1052908,116.7025
2024-05-15,S007,116.5961,117.3982,116.2113,116.9537,1060827,116.9537
2024-05-16,S007,116.876,117.5639,116.4903,117.1188,818746,117.1188
2024-05-17,S007,117.0835,117.634,116.6972,117.1887,826665,117.1887
2024-05-20,S007,117.2022,117.6475,116.7746,117.1613,834584,117.1613
2024-05-21,S007,117.2211,117.6665,116.6551,117.0414,842503,117.0414
2024-05-22,S007,117.137,117.5822,116.4551,116.8407,850422,116.8407
2024-05-23,S007,116.9553,117.3998,116.192,116.5767,858341,116.5767
2024-05-24,S007,116.6902,117.1336,115.8877,116.2714,866260,116.2714
2024-05-27,S007,116.364,116.8062,115.5674,115.9501,874179,115.9501
2024-05-28,S007,116.0057,116.4465,115.2572,115.6388,882098,115.6388
2024-05-29,S007,115.648,116.0875,114.9826,115.3633,890017,115.3633
2024-05-30,S007,115.3246,115.7628,114.7663,115.1463,897936,115.1463
2024-05-31,S007,115.0667,115.504,114.627,115.0065,905855,115.0065
2024-06-03,S007,114.9,115.3939,114.5208,114.9571,913774,114.9571
2024-06-04,S007,114.8422,115.4415,114.4632,115.0045,921693,115.0045
2024-06-05,S007,114.9012,115.5858,114.522,115.1483,929612,115.1483
2024-06-06,S007,115.0745,115.8193,114.6948,115.3808,937531,115.3808
2024-06-07,S007,115.3496,116.1278,114.969,115.6882,945450,115.6882
2024-06-10,S007,115.7052,116.4921,115.3234,116.0511,953369,116.0511
2024-06-11,S007,116.1136,116.8885,115.7304,116.446,961288,116.446
2024-06-12,S007,116.5433,117.2912,116.1587,116.8472,969207,116.8472
2024-06-13,S007,116.9626,117.674,116.5766,117.2285,977126,117.2285
2024-06-14,S007,117.3418,118.0119,116.9545,117.5651,985045,117.5651
2024-06-17,S007,117.6564,118.2833,117.2681,117.8355,992964,117.8355
2024-06-18,S007,117.8887,118.4716,117.4997,118.0231,1000883,118.0231
2024-06-19,S007,118.0286,118.5659,117.6391,118.117,1008802,118.117
2024-06-20,S007,118.0739,118.5623,117.6842,118.1135,1016721,118.1135
2024-06-21,S007,118.0292,118.4777,117.6262,118.0157,1024640,118.0157
2024-06-24,S007,117.905,118.353,117.4447,117.8336,1032559,117.8336
2024-06-25,S007,117.716,118.1633,117.1953,117.5834,1040478,117.5834
2024-06-26,S007,117.4795,117.9259,116.899,117.2861,1048397,117.2861
2024-06-27,S007,117.214,117.6594,116.5803,116.9663,1056316,116.9663
2024-06-28,S007,116.9384,117.3827,116.2652,116.6501,1064235,116.6501
2024-07-01,S007,116.671,117.1144,115.9794,116.3634,822154,116.3634
2024-07-02,S007,116.4292,116.8717,115.7467,116.13,830073,116.13
2024-07-03,S007,116.2291,116.6707,115.5869,115.9696,837992,115.9696
2024-07-04,S007,116.0847,116.5258,115.5145,115.897,845911,115.897
2024-07-05,S007,116.0079,116.4487,115.5376,115.9202,853830,115.9202
2024-07-08,S007,116.0077,116.4814,115.6249,116.0405,861749,116.0405
2024-07-09,S007,116.0894,116.6938,115.7063,116.2521,869668,116.2521
2024-07-10,S007,116.2537,116.9854,115.8701,116.5426,877587,116.5426
2024-07-11,S007,116.4965,117.3379,116.112,116.8938,885506,116.8938
2024-07-12,S007,116.8077,117.7287,116.4222,117.2831,893425,117.2831
2024-07-15,S007,117.1718,118.1324,116.7851,117.6852,901344,117.6852
2024-07-16,S007,117.5681,118.5225,117.1801,118.0738,909263,118.0738
2024-07-17,S007,117.9713,118.8736,117.582,118.4236,917182,118.4236
2024-07-18,S007,118.3539,119.1633,117.9633,118.7122,925101,118.7122
2024-07-19,S007,118.6877,119.3734,118.296,118.9215,933020,118.9215
2024-07-22,S007,118.9466,119.4917,118.5541,119.0393,940939,119.0393
2024-07-23,S007,119.1098,119.5624,118.667,119.0599,948858,119.0599
2024-07-24,S007,119.1635,119.6163,118.5921,118.9848,956777,118.9848
2024-07-25,S007,119.1032,119.5558,118.4302,118.8223,964696,118.8223
2024-07-26,S007,118.9348,119.3868,118.1958,118.5871,972615,118.5871
2024-07-29,S007,118.6741,119.1251,117.909,118.2994,980534,118.2994
2024-07-30,S007,118.3457,118.7954,117.5934,117.9827,988453,117.9827
2024-07-31,S007,117.9806,118.4289,117.2749,117.6632,996372,117.6632
2024-08-01,S007,117.6131,118.0601,116.9796,117.3669,1004291,117.3669
2024-08-02,S007,117.2779,117.7236,116.7317,117.1182,1012210,117.1182
2024-08-05,S007,117.006,117.4506,116.5523,116.9382,1020129,116.9382
2024-08-06,S007,116.8222,117.2867,116.4367,116.8427,1028048,116.8427
2024-08-07,S007,116.7433,117.2858,116.3581,116.8418,1035967,116.8418
2024-08-08,S007,116.7761,117.3827,116.3908,116.9383,1043886,116.9383
2024-08-09,S007,116.9179,117.5733,116.532,117.1282,1051805,117.1282
2024-08-12,S007,117.1567,117.8468,116.77,117.4007,1059724,117.4007
2024-08-13,S007,117.4732,118.1862,117.0856,117.7388,817643,117.7388
2024-08-14,S007,117.843,118.5698,117.4541,118.1209,825562,118.1209
2024-08-15,S007,118.2388,118.9727,117.8486,118.5223,833481,118.5223
2024-08-16,S007,118.6333,119.3685,118.2418,118.9167,841400,118.9167
2024-08-19,S007,119.0012,119.7316,118.6085,119.2783,849319,119.2783
2024-08-20,S007,119.3215,120.0384,118.9277,119.584,857238,119.584
2024-08-21,S007,119.5779,120.2696,119.1833,119.8144,865157,119.8144
2024-08-22,S007,119.7599,120.4114,119.3647,119.9556,873076,119.9556
2024-08-23,S007,119.8622,120.4564,119.4666,120.0004,880995,120.0004
2024-08-26,S007,119.8844,120.4043,119.4887,119.9485,888914,119.9485
2024-08-27,S007,119.8302,120.2855,119.4111,119.8065,896833,119.8065
2024-08-28,S007,119.7067,120.1615,119.193,119.5877,904752,119.5877
2024-08-29,S007,119.5237,119.9779,118.9171,119.3108,912671,119.3108
2024-08-30,S007,119.2938,119.7471,118.6063,118.999,920590,118.999
2024-09-02,S007,119.0316,119.484,118.2861,118.6777,928509,118.6777
2024-09-03,S007,118.7541,119.2053,117.9827,118.3733,936428,118.3733
2024-09-04,S007,118.4798,118.9301,117.7209,118.1107,944347,118.1107
2024-09-05,S007,118.2287,118.678,117.5228,117.9119,952266,117.9119
2024-09-06,S007,118.0209,118.4694,117.4056,117.7944,960185,117.7944
2024-09-09,S007,117.8754,118.3233,117.3808,117.7695,968104,117.7695
2024-09-10,S007,117.8084,118.2897,117.4197,117.8419,976023,117.8419
2024-09-11,S007,117.8321,118.4579,117.4432,118.0095,983942,118.0095
2024-09-12,S007,117.9524,118.7122,117.5632,118.2628,991861,118.2628
2024-09-13,S007,118.1683,119.0371,117.7784,118.5865,999780,118.5865
2024-09-16,S007,118.4709,119.412,118.0799,118.9599,1007699,118.9599
2024-09-17,S007,118.8433,119.8125,118.4511,119.359,1015618,119.359
2024-09-18,S007,119.2617,120.2126,118.8681,119.7575,1023537,119.7575
2024-09-19,S007,119.6968,120.5861,119.3018,120.1296,1031456,120.1296
2024-09-20,S007,120.1164,120.9088,119.72,120.4511,1039375,120.4511
2024-09-23,S007,120.4879,121.1603,120.0903,120.7017,1047294,120.7017
2024-09-24,S007,120.7823,121.3252,120.3837,120.8659,1055213,120.8659
2024-09-25,S007,120.9764,121.4361,120.5359,120.935,1063132,120.935
2024-09-26,S007,121.0559,121.5159,120.5077,120.9067,821051,120.9067
2024-09-27,S007,121.0169,121.4767,120.3874,120.786,828970,120.786
2024-09-30,S007,120.8662,121.3255,120.1867,120.5846,836889,120.5846
2024-10-01,S007,120.6208,121.0792,119.9231,120.3202,844808,120.3202
2024-10-02,S007,120.3062,120.7634,119.6186,120.0147,852727,120.0147
2024-10-03,S007,119.9533,120.4091,119.2983,119.6933,860646,119.6933
2024-10-04,S007,119.5954,120.0498,118.9883,119.3823,868565,119.3823
2024-10-07,S007,119.2651,119.7183,118.7141,119.1071,876484,119.1071
2024-10-08,S007,118.9911,119.4433,118.4984,118.8907,884403,118.8907
2024-10-09,S007,118.7961,119.2475,118.3598,118.7517,892322,118.7517
2024-10-10,S007,118.6949,119.1542,118.3032,118.7031,900241,118.7031
2024-10-11,S007,118.6939,119.2027,118.3022,118.7514,908160,118.7514
2024-10-14,S007,118.7914,119.3478,118.3994,118.896,916079,118.896
2024-10-15,S007,118.9783,119.582,118.5856,119.1293,923998,119.1293
2024-10-16,S007,119.2397,119.8912,118.8462,119.4373,931917,119.4373
2024-10-17,S007,119.5567,120.2558,119.1621,119.8006,939836,119.8006
2024-10-18,S007,119.9081,120.6524,119.5124,120.1956,947755,120.1956
2024-10-21,S007,120.2724,121.055,119.8755,120.5968,955674,120.5968
2024-10-22,S007,120.6292,121.4375,120.2311,120.9778,963593,120.9778
2024-10-23,S007,120.9598,121.7749,120.5607,121.3139,971512,121.3139
2024-10-24,S007,121.2484,122.0457,120.8483,121.5836,979431,121.5836
2024-10-25,S007,121.4819,122.2331,121.081,121.7704,987350,121.7704
2024-10-28,S007,121.6502,122.3266,121.2487,121.8635,995269,121.8635
2024-10-29,S007,121.7458,122.3222,121.344,121.8591,1003188,121.8591
2024-10-30,S007,121.7646,122.2273,121.3587,121.7605,1011107,121.7605
2024-10-31,S007,121.7057,122.1682,121.1765,121.5777,1019026,121.5777
2024-11-01,S007,121.5722,122.0341,120.9266,121.3269,1026945,121.3269
2024-11-04,S007,121.3715,121.8327,120.63,121.0294,1034864,121.0294
2024-11-05,S007,121.1159,121.5762,120.3112,120.7095,1042783,120.7095
2024-11-06,S007,120.8228,121.2819,119.9962,120.3935,1050702,120.3935
2024-11-07,S007,120.5136,120.9715,119.7108,120.1072,1058621,120.1072
2024-11-08,S007,120.2132,120.67,119.4787,119.8743,1066540,119.8743
2024-11-11,S007,119.9478,120.4036,119.3196,119.7146,824459,119.7146
2024-11-12,S007,119.7431,120.1981,119.248,119.6428,832378,119.6428
2024-11-13,S007,119.6212,120.1216,119.2265,119.6669,840297,119.6669
2024-11-14,S007,119.599,120.2432,119.2044,119.788,848216,119.788
2024-11-15,S007,119.6857,120.4564,119.2908,120.0004,856135,120.0004
2024-11-18,S007,119.8813,120.7486,119.4857,120.2915,864054,120.2915
2024-11-19,S007,120.1764,121.1016,119.7798,120.6431,871973,120.6431
2024-11-20,S007,120.5521,121.4926,120.1543,121.0327,879892,121.0327
2024-11-21,S007,120.9818,121.8962,120.5825,121.4348,887811,121.4348
2024-11-22,S007,121.4332,122.2861,121.0325,121.8231,895730,121.8231
2024-11-25,S007,121.8715,122.6368,121.4693,122.1725,903649,122.1725
2024-11-26,S007,122.2626,122.9259,121.8592,122.4605,911568,122.4605
2024-11-27,S007,122.5767,123.1352,122.1722,122.6691,919487,122.6691
2024-11-28,S007,122.7911,123.2577,122.3808,122.786,927406,122.786
2024-11-29,S007,122.8924,123.3594,122.4005,122.8057,935325,122.8057
2024-12-02,S007,122.8779,123.3448,122.3248,122.7298,943244,122.7298
2024-12-03,S007,122.755,123.2215,122.1621,122.5666,951163,122.5666
2024-12-04,S007,122.5405,123.0062,121.9272,122.3308,959082,122.3308
2024-12-05,S007,122.2583,122.7229,121.64,122.0427,967001,122.0427
2024-12-06,S007,121.9365,122.3998,121.3242,121.7259,974920,121.7259
2024-12-09,S007,121.6047,122.0668,121.0059,121.4065,982839,121.4065
2024-12-10,S007,121.2915,121.7524,120.7108,121.1105,990758,121.1105
2024-12-11,S007,121.0218,121.4816,120.4635,120.8623,998677,120.8623
2024-12-12,S007,120.8151,121.2742,120.2847,120.683,1006596,120.683
2024-12-13,S007,120.6854,121.144,120.1904,120.5884,1014515,120.5884
2024-12-16,S007,120.6398,121.0983,120.1903,120.5883,1022434,120.5883
2024-12-17,S007,120.6798,121.1443,120.2816,120.6857,1030353,120.6857
2024-12-18,S007,120.8014,121.3357,120.4027,120.8764,1038272,120.8764
2024-12-19,S007,120.9962,121.6098,120.5969,121.1495,1046191,121.1495
2024-12-20,S007,121.2525,121.9497,120.8523,121.488,1054110,121.488
2024-12-23,S007,121.5562,122.3336,121.155,121.8705,1062029,121.8705
2024-12-24,S007,121.8916,122.7365,121.4894,122.2719,819948,122.2719
2024-12-25,S007,122.242,123.1322,121.8386,122.6661,827867,122.6661
2024-12-26,S007,122.5902,123.4949,122.1856,123.0274,835786,123.0274
2024-12-27,S007,122.9184,123.8011,122.5128,123.3325,843705,123.3325
2024-12-30,S007,123.2093,124.0316,122.8028,123.5621,851624,123.5621
2024-12-31,S007,123.4464,124.1726,123.0391,123.7025,859543,123.7025
2025-01-01,S007,123.6146,124.2167,123.2067,123.7465,867462,123.7465
2025-01-02,S007,123.7019,124.1719,123.2855,123.6937,875381,123.6937
2025-01-03,S007,123.7002,124.1702,123.1432,123.5509,883300,123.5509
2025-01-06,S007,123.6073,124.077,122.9245,123.3315,891219,123.3315
2025-01-07,S007,123.4277,123.8967,122.6482,123.0542,899138,123.0542
2025-01-08,S007,123.1733,123.6414,122.3372,122.7422,907057,122.7422
2025-01-09,S007,122.8633,123.3301,122.017,122.421,914976,122.421
2025-01-10,S007,122.5229,122.9885,121.7138,122.1168,922895,122.1168
2024-01-02,S008,113.6663,114.5115,113.2571,114.0326,907832,114.0326
2024-01-03,S008,114.0496,114.9523,113.639,114.4716,915751,114.4716
2024-01-04,S008,114.4351,115.3203,114.0232,114.8379,923670,114.8379
2024-01-05,S008,114.7558,115.5869,114.3426,115.1035,931589,115.1035
2024-01-08,S008,114.9935,115.7328,114.5795,115.2488,939508,115.2488
2024-01-09,S008,115.1353,115.7491,114.7208,115.2649,947427,115.2649
2024-01-10,S008,115.173,115.6568,114.7399,115.1545,955346,115.1545
2024-01-11,S008,115.1045,115.5879,114.5172,114.931,963265,114.931
2024-01-12,S008,114.9338,115.4165,114.2052,114.6179,971184,114.6179
2024-01-15,S008,114.6726,115.1543,113.8353,114.2466,979103,114.2466
2024-01-16,S008,114.3409,114.8212,113.4437,113.8535,987022,113.8535
2024-01-17,S008,113.9665,114.4452,113.0686,113.4771,994941,113.4771
2024-01-18,S008,113.5838,114.0608,112.7469,113.1542,1002860,113.1542
2024-01-19,S008,113.2313,113.7068,112.5106,112.9171,1010779,112.9171
2024-01-22,S008,112.9478,113.4222,112.3844,112.7904,1018698,112.7904
2024-01-23,S008,112.7682,113.2629,112.3622,112.7892,1026617,112.7892
2024-01-24,S008,112.719,113.3917,112.3132,112.9174,1034536,112.9174
2024-01-25,S008,112.8145,113.643,112.4084,113.1677,1042455,113.1677
2024-01-26,S008,113.0547,113.9988,112.6477,113.522,1050374,113.522
2024-01-29,S008,113.4236,114.4317,113.0153,113.9531,1058293,113.9531
2024-01-30,S008,113.8912,114.9077,113.4812,114.4271,1066212,114.4271
2024-01-31,S008,114.4156,115.3889,114.0037,114.9063,824131,114.9063
2024-02-01,S008,114.9481,115.8369,114.5343,115.3524,832050,115.3524
2024-02-02,S008,115.4388,116.2164,115.0233,115.7304,839969,115.7304
2024-02-05,S008,115.8425,116.4981,115.4255,116.0108,847888,116.0108
2024-02-06,S008,116.1239,116.6609,115.7059,116.173,855807,116.173
2024-02-07,S008,116.2621,116.7504,115.7883,116.2066,863726,116.2066
2024-02-08,S008,116.2519,116.7402,115.6946,116.1126,871645,116.1126
2024-02-09,S008,116.1041,116.5918,115.4859,115.9031,879564,115.9031
2024-02-12,S008,115.8429,116.3294,115.1843,115.6004,887483,115.6004
2024-02-13,S008,115.5019,115.987,114.8201,115.2349,895402,115.2349
2024-02-14,S008,115.12,115.6035,114.4291,114.8426,903321,114.8426
2024-02-15,S008,114.7367,115.2185,114.0496,114.4617,911240,114.4617
2024-02-16,S008,114.388,114.8684,113.7187,114.1296,919159,114.1296
2024-02-19,S008,114.104,114.5833,113.4694,113.8793,927078,113.8793
2024-02-20,S008,113.9072,114.3857,113.3273,113.7367,934997,113.7367
2024-02-21,S008,113.8118,114.2898,113.3088,113.7182,942916,113.7182
2024-02-22,S008,113.8239,114.3072,113.4142,113.8292,950835,113.8292
2024-02-23,S008,113.9424,114.5429,113.5323,114.0639,958754,114.0639
2024-02-26,S008,114.1598,114.8861,113.7488,114.4056,966673,114.4056
2024-02-27,S008,114.463,115.3105,114.0509,114.8283,974592,114.8283
2024-02-28,S008,114.8342,115.7829,114.4208,115.2986,982511,115.2986
2024-02-29,S008,115.2514,116.2656,114.8365,115.7793,990430,115.7793
2024-03-01,S008,115.689,116.7203,115.2725,116.2321,998349,116.2321
2024-03-04,S008,116.1182,117.1109,115.7002,116.621,1006268,116.621
2024-03-05,S008,116.5087,117.407,116.0893,116.916,1014187,116.916
2024-03-06,S008,116.8301,117.5867,116.4095,117.0949,1022106,117.0949
2024-03-07,S008,117.0546,117.638,116.6332,117.146,1030025,117.146
2024-03-08,S008,117.1603,117.6524,116.6473,117.0687,1037944,117.0687
2024-03-11,S008,117.1344,117.6264,116.4529,116.8736,1045863,116.8736
2024-03-12,S008,116.9761,117.4674,116.1621,116.5818,1053782,116.5818
2024-03-13,S008,116.6983,117.1885,115.8043,116.2227,1061701,116.2227
2024-03-14,S008,116.3276,116.8161,115.4148,115.8318,1069620,115.8318
2024-03-15,S008,115.902,116.3887,115.0315,115.4471,827539,115.4471
2024-03-18,S008,115.4675,115.9525,114.6921,115.1065,835458,115.1065
2024-03-19,S008,115.0728,115.5561,114.4301,114.8435,843377,114.8435
2024-03-20,S008,114.7636,115.2456,114.2724,114.6853,851296,114.6853
2024-03-21,S008,114.5767,115.131,114.1642,114.6495,859215,114.6495
2024-03-22,S008,114.536,115.2251,114.1237,114.7431,867134,114.7431
2024-03-25,S008,114.6498,115.4448,114.237,114.962,875053,114.962
2024-03-26,S008,114.9092,115.7749,114.4956,115.2907,882972,115.2907
2024-03-27,S008,115.2903,116.1902,114.8753,115.7042,890891,115.7042
2024-03-28,S008,115.7567,116.6582,115.34,116.1703,898810,116.1703
2024-03-29,S008,116.2644,117.1418,115.8459,116.6519,906729,116.6519
2024-04-01,S008,116.7672,117.6024,116.3468,117.1105,914648,117.1105
2024-04-02,S008,117.2217,118.0035,116.7997,117.51,922567,117.51
2024-04-03,S008,117.5923,118.3139,117.169,117.8191,930486,117.8191
2024-04-04,S008,117.8542,118.5102,117.4299,118.0145,938405,118.0145
2024-04-05,S008,117.9944,118.579,117.5696,118.0831,946324,118.0831
2024-04-08,S008,118.0121,118.5183,117.5872,118.0226,954243,118.0226
2024-04-09,S008,117.9165,118.4117,117.4181,117.8424,962162,117.8424
2024-04-10,S008,117.7245,118.219,117.1388,117.562,970081,117.562
2024-04-11,S008,117.4585,117.9519,116.788,117.21,978000,117.21
2024-04-12,S008,117.1436,117.6356,116.4006,116.8211,985919,116.8211
2024-04-15,S008,116.8062,117.2968,116.0142,116.4334,993838,116.4334
2024-04-16,S008,116.4728,116.962,115.6668,116.0847,1001757,116.0847
2024-04-17,S008,116.1695,116.6575,115.3927,115.8096,1009676,115.8096
2024-04-18,S008,115.921,116.4078,115.2197,115.636,1017595,115.636
2024-04-19,S008,115.7495,116.2356,115.167,115.5831,1025514,115.5831
2024-04-22,S008,115.6738,116.1596,115.243,115.6594,1033433,115.6594
2024-04-23,S008,115.7074,116.3487,115.2908,115.8621,1041352,115.8621
2024-04-24,S008,115.8568,116.6652,115.4397,116.1773,1049271,116.1773
2024-04-25,S008,116.1196,117.0708,115.7016,116.5812,1057190,116.5812
2024-04-26,S008,116.4835,117.5339,116.0642,117.0423,1065109,117.0423
2024-04-29,S008,116.9259,118.0176,116.5049,117.524,823028,117.524
2024-04-30,S008,117.4144,118.4835,116.9917,117.9879,830947,117.9879
2024-05-01,S008,117.9095,118.8946,117.485,118.3973,838866,118.3973
2024-05-02,S008,118.3676,119.2187,117.9415,118.7201,846785,118.7201
2024-05-03,S008,118.746,119.4313,118.3185,118.9318,854704,118.9318
2024-05-06,S008,119.0078,119.5176,118.5794,119.0178,862623,119.0178
2024-05-07,S008,119.1272,119.6276,118.5461,118.9744,870542,118.9744
2024-05-08,S008,119.093,119.5932,118.3816,118.8093,878461,118.8093
2024-05-09,S008,118.9109,119.4104,118.1141,118.5409,886380,118.5409
2024-05-10,S008,118.6031,119.1013,117.7711,118.1966,894299,118.1966
2024-05-13,S008,118.2059,118.7024,117.3864,117.8105,902218,117.8105
2024-05-14,S008,117.7652,118.2598,116.9977,117.4204,910137,117.4204
2024-05-15,S008,117.3308,117.8236,116.6429,117.0643,918056,117.0643
2024-05-16,S008,116.9503,117.4415,116.3571,116.7775,925975,116.7775
2024-05-17,S008,116.6642,117.1542,116.1693,116.589,933894,116.589
2024-05-20,S008,116.5012,117.0085,116.0818,116.5191,941813,116.5191
2024-05-21,S008,116.476,117.0676,116.0567,116.578,949732,116.578
2024-05-22,S008,116.589,117.2547,116.1693,116.7642,957651,116.7642
2024-05-23,S008,116.8271,117.5572,116.4065,117.0655,965570,117.0655
2024-05-24,S008,117.1666,117.9525,116.7448,117.4592,973489,117.4592
2024-05-27,S008,117.5765,118.4099,117.1532,117.9146,981408,117.9146
2024-05-28,S008,118.0224,118.8931,117.5975,118.3958,989327,118.3958
2024-05-29,S008,118.4701,119.3636,118.0436,118.8644,997246,118.8644
2024-05-30,S008,118.8885,119.784,118.4605,119.283,1005165,119.283
2024-05-31,S008,119.2513,120.1215,118.822,119.6191,1013084,119.6191
2024-06-03,S008,119.5382,120.3501,119.1078,119.8468,1021003,119.8468
2024-06-04,S008,119.7344,120.4539,119.3033,119.9501,1028922,119.9501
2024-06-05,S008,119.831,120.4276,119.3996,119.9239,1036841,119.9239
2024-06-06,S008,119.8244,120.3277,119.3431,119.7743,1044760,119.7743
2024-06-07,S008,119.7164,120.2192,119.0881,119.5184,1052679,119.5184
2024-06-10,S008,119.5147,120.0167,118.7533,119.1824,1060598,119.1824
2024-06-11,S008,119.2335,119.7343,118.3721,118.7998,1068517,118.7998
2024-06-12,S008,118.8941,119.3934,117.9817,118.408,826436,118.408
2024-06-13,S008,118.5245,119.0223,117.6203,118.0452,834355,118.0452
2024-06-14,S008,118.1582,118.6545,117.3234,117.7473,842274,117.7473
2024-06-17,S008,117.832,118.3269,117.1209,117.5441,850193,117.5441
2024-06-18,S008,117.5822,118.076,117.0346,117.4575,858112,117.4575
2024-06-19,S008,117.4406,117.9923,117.0179,117.4988,866031,117.4988
2024-06-20,S008,117.4308,118.1627,117.0081,117.6685,873950,117.6685
2024-06-21,S008,117.5641,118.4508,117.1409,117.9554,881869,117.9554
2024-06-24,S008,117.8374,118.8353,117.4132,118.3383,889788,118.3383
2024-06-25,S008,118.2327,119.2864,117.807,118.7875,897707,118.7875
2024-06-26,S008,118.7175,119.7683,118.2901,119.2674,905626,119.2674
2024-06-27,S008,119.2489,120.2428,118.8196,119.7398,913545,119.7398
2024-06-28,S008,119.7773,120.672,119.3461,120.1673,921464,120.1673
2024-07-01,S008,120.2528,121.0222,119.8199,120.5161,929383,120.5161
2024-07-02,S008,120.631,121.2667,120.1967,120.7595,937302,120.7595
2024-07-03,S008,120.8786,121.3878,120.4434,120.8801,945221,120.8801
2024-07-04,S008,120.9769,121.485,120.436,120.8712,953140,120.8712
2024-07-05,S008,120.9243,121.4322,120.3027,120.7374,961059,120.7374
2024-07-08,S008,120.7352,121.2423,120.0606,120.4944,968978,120.4944
2024-07-09,S008,120.4375,120.9433,119.7348,120.1674,976897,120.1674
2024-07-10,S008,120.0685,120.5728,119.3577,119.7889,984816,119.7889
2024-07-11,S008,119.6701,120.1728,118.9663,119.3961,992735,119.3961
2024-07-12,S008,119.2836,119.7846,118.5988,119.0273,1000654,119.0273
2024-07-15,S008,118.9457,119.4453,118.2913,118.7187,1008573,118.7187
2024-07-16,S008,118.6858,119.1842,118.0747,118.5013,1016492,118.5013
2024-07-17,S008,118.524,119.0218,117.9719,118.3981,1024411,118.3981
2024-07-18,S008,118.4713,118.9689,117.9957,118.422,1032330,118.422
2024-07-19,S008,118.5296,119.0729,118.1029,118.5749,1040249,118.5749
2024-07-22,S008,118.6933,119.3462,118.266,118.847,1048168,118.847
2024-07-23,S008,118.9504,119.7193,118.5222,119.2186,1056087,119.2186
2024-07-24,S008,119.284,120.1634,118.8546,119.6608,1064006,119.6608
2024-07-25,S008,119.6736,120.6434,119.2428,120.1388,821925,120.1388
2024-07-26,S008,120.0957,121.1211,119.6634,120.6145,829844,120.6145
2024-07-29,S008,120.5247,121.5585,120.0908,121.0501,837763,121.0501
2024-07-30,S008,120.933,121.9211,120.4976,121.4112,845682,121.4112
2024-07-31,S008,121.2926,122.181,120.856,121.67,853601,121.67
2024-08-01,S008,121.5762,122.3193,121.1385,121.8077,861520,121.8077
2024-08-02,S008,121.7596,122.3278,121.3213,121.8162,869439,121.8162
2024-08-05,S008,121.8244,122.336,121.2604,121.6985,877358,121.6985
2024-08-06,S008,121.7612,122.2726,121.0316,121.4689,885277,121.4689
2024-08-07,S008,121.5721,122.0827,120.7153,121.1514,893196,121.1514
2024-08-08,S008,121.2721,121.7815,120.343,120.7778,901115,120.7778
2024-08-09,S008,120.8894,121.3971,119.9512,120.3846,909034,120.3846
2024-08-12,S008,120.4627,120.9687,119.5784,120.0104,916953,120.0104
2024-08-13,S008,120.038,120.5422,119.2609,119.6918,924872,119.6918
2024-08-14,S008,119.6632,120.1657,119.0306,119.4606,932791,119.4606
2024-08-15,S008,119.3823,119.8837,118.9115,119.3411,940710,119.3411
2024-08-16,S008,119.2304,119.8489,118.8011,119.3476,948629,119.3476
2024-08-19,S008,119.2288,119.9852,118.7995,119.4834,956548,119.4834
2024-08-20,S008,119.3825,120.2434,118.9527,119.7405,964467,119.7405
2024-08-21,S008,119.6798,120.6046,119.2489,120.1002,972386,120.1002
2024-08-22,S008,120.0932,121.0411,119.6609,120.5349,980305,120.5349
2024-08-23,S008,120.5835,121.5185,120.1494,121.0102,988224,121.0102
2024-08-26,S008,121.1042,121.9987,120.6682,121.4885,996143,121.4885
2024-08-27,S008,121.6074,122.4436,121.1696,121.9315,1004062,121.9315
2024-08-28,S008,122.0492,122.8181,121.6098,122.3044,1011981,122.3044
2024-08-29,S008,122.3948,123.0931,121.9541,122.5783,1019900,122.5783
2024-08-30,S008,122.6212,123.2485,122.1797,122.733,1027819,122.733
2024-09-02,S008,122.7188,123.2745,122.277,122.7589,1035738,122.7589
2024-09-03,S008,122.6906,123.2059,122.216,122.6576,1043657,122.6576
2024-09-04,S008,122.5504,123.0651,122.001,122.4418,1051576,122.4418
2024-09-05,S008,122.3194,122.8332,121.6947,122.1344,1059495,122.1344
2024-09-06,S008,122.0239,122.5364,121.3279,121.7663,1067414,121.7663
2024-09-09,S008,121.6919,122.203,120.9366,121.3735,825333,121.3735
2024-09-10,S008,121.3514,121.8611,120.559,120.9945,833252,120.9945
2024-09-11,S008,121.0292,121.5375,120.2321,120.6665,841171,120.6665
2024-09-12,S008,120.75,121.2571,119.9885,120.422,849090,120.422
2024-09-13,S008,120.5358,121.042,119.8534,120.2864,857009,120.2864
2024-09-16,S008,120.4055,120.9112,119.8425,120.2755,864928,120.2755
2024-09-17,S008,120.3738,120.8998,119.9404,120.3941,872847,120.3941
2024-09-18,S008,120.45,121.1425,120.0164,120.6358,880766,120.6358
2024-09-19,S008,120.6369,121.4913,120.2026,120.9832,888685,120.9832
